acid,acid_t,cif_id,foracid,foracid_t,pan,acct_num,acct_name
021687065,AC35834995,DLNLEG3286748,0217IM02052TR135,FA4083307048464811,PAN903432729,833070484648,
022218041,AC24080200,DLNLEG3286748,0217IM02297TR360,FA6153751083739978,PAN903432729,537510837399,
021684443,AC35503478,DLNLEG3286748,0217IM11014TR093,FA1390354591280631,PAN903432729,903545912806,
021727405,AC84410246,DLNLEG3286748,0217IM11015TR103,FA4727168262126919,PAN903432729,271682621269,
021716666,AC29660607,DLNLEG3286748,0217IM11030TR100,FA1064892893527139,PAN903432729,648928935271,
021733692,AC86137470,DLNLEG3286748,0217IM11047TR108,FA8704994183606540,PAN903432729,049941836065,
021760572,AC45580294,DLNLEG3286748,0217IM11047TR127,FA3221229166043788,PAN903432729,212291660437,
021818301,AC36007744,DLNLEG3286748,0217IM11058TR151,FA6287337888341974,PAN903432729,873378883419,
021795331,AC57743909,DLNLEG3286748,0217IM11060TR137,FA6391635648773072,PAN903432729,916356487730,
021846742,AC55325164,DLNLEG3286748,0217IM11060TR164,FA6554108771999886,PAN903432729,541087719998,
021848004,AC98518803,DLNLEG3286748,0217IM11065TR165,FA1309677593253001,PAN903432729,096775932530,
021851484,AC14828152,DLNLEG3286748,0217IM11068TR166,FA4141917864619734,PAN903432729,419178646197,
021858834,AC91021594,DLNLEG3286748,0217IM11068TR169,FA8588179681102514,PAN903432729,881796811025,
021945891,AC21593476,DLNLEG3286748,0217IM11076TR205,FA7429634644491298,PAN903432729,296346444912,
021983610,AC22976783,DLNLEG3286748,0217IM11076TR217,FA1848670617097863,PAN903432729,486706170978,
021913460,AC56638197,DLNLEG3286748,0217IM11077TR198,FA2877236426545186,PAN903432729,772364265451,
021981434,AC11855827,DLNLEG3286748,0217IM11077TR214,FA7019407148346227,PAN903432729,194071483462,
021868996,AC13598947,DLNLEG3286748,0217IM11087TR179,FA4947109141942917,PAN903432729,471091419429,
021890449,AC53936594,DLNLEG3286748,0217IM11087TR188,FA8451906354257334,PAN903432729,519063542573,
021945899,AC29498422,DLNLEG3286748,0217IM11090TR206,FA9419603000805800,PAN903432729,196030008058,
021986541,AC42583083,DLNLEG3286748,0217IM11102TR219,FA6402399701476817,PAN903432729,023997014768,
022032013,AC75795704,DLNLEG3286748,0217IM11111TR240,FA5499578405376352,PAN903432729,995784053763,
022042132,AC57582431,DLNLEG3286748,0217IM11113TR244,FA9456598624131250,PAN903432729,565986241312,
022172204,AC44021227,DLNLEG3286748,0217IM11144TR280,FA6870068696232196,PAN903432729,700686962321,
022217202,AC70872457,DLNLEG3286748,0217IM11144TR293,FA4609294445120034,PAN903432729,092944451200,
022217208,AC88786704,DLNLEG3286748,0217IM11145TR294,FA7495080161869572,PAN903432729,950801618695,
022239703,AC68061661,DLNLEG3286748,0217IM11145TR305,FA4962378075798566,PAN903432729,623780757985,
022287976,AC48105603,DLNLEG3286748,0217IM11163TR316,FA5140521061370455,PAN903432729,405210613704,
022320138,AC16967759,DLNLEG3286748,0217IM11163TR335,FA3623929243942853,PAN903432729,239292439428,
022060529,AC29417623,DLNLEG3286748,0217IM11TR113,FA8313585343775434,PAN903432729,135853437754,
022213396,AC70689409,DLNLEG3286748,0217IM11TR289,FA7813858396829218,PAN903432729,138583968292,
022067283,AC35605047,DLNLEG3286748,0217TR1100103,FA1281034303297129,PAN903432729,810343032971,
022757793,AC34458845,DLNLEG3286748,0218IM11008TR072,FA8337387238833228,PAN903432729,373872388332,
022489353,AC68209680,DLNLEG3286748,0218IM11143TR010,FA1330486712497753,PAN903432729,304867124977,
022432873,AC50526978,DLNLEG3286748,0218IM11154TR001,FA7425708573073179,PAN903432729,257085730731,
022538859,AC34503183,DLNLEG3286748,0218IM11159TR016,FA1705640438676780,PAN903432729,056404386767,
021330544,AC76172855,DLNLEG3286748,02TL103112524008,FA8174381544643533,PAN903432729,743815446435,
022752727,AC60963927,DLNLEG3286748,02TS103112524018,FA4515265041088730,PAN903432729,152650410887,
021681938,AC14222130,DLNLEG3286748,0917IM11013TR091,FA9545974819238978,PAN903432729,459748192389,
022586756,AC75683359,DLNLEG3286748,9918IM11190TR019,FA3668037930115167,PAN903432729,680379301151,
092861999,AC45020158,DLNLEG8098419,0918FLNTF111016,FA7343439084628015,PAN954062163,434390846280,
091823841,AC42799812,DLNLEG8098419,09BG403211524002,FA1343596850719998,PAN954062163,435968507199,
091824356,AC13810164,DLNLEG8098419,09BG403211524003,FA7308831619648537,PAN954062163,088316196485,
091848531,AC85258305,DLNLEG8098419,09BG403211524004,FA1659065064202663,PAN954062163,590650642026,
091898763,AC85191890,DLNLEG8098419,09BG403211524005,FA4575038770276504,PAN954062163,750387702765,
091945190,AC83227833,DLNLEG8098419,09BG403211524006,FA6886682054278591,PAN954062163,866820542785,
092047995,AC93468045,DLNLEG8098419,09BG403211524007,FA8711255214358097,PAN954062163,112552143580,
092240170,AC94023208,DLNLEG8098419,09TS403211524002,FA9823344960494040,PAN954062163,233449604940,
22695209,AC55085918,DLNLEG3727146,22AL133142524010,FA6324352050544568,PAN484574196,243520505445,BIRATNAGAR AUTOMOBILES PVT. LTD.
221758081,AC58643163,DLNLEG5604950,22DL133473524009,FA7154299089743094,PAN795534455,542990897430,
221683718,AC66356571,DLNLEG3727146,22SL133142524015,FA3370037049023638,PAN484574196,700370490236,BIRATNAGAR AUTOMOBILES PVT. LTD.
231290009,AC24885024,DLNLEG5142567,2316IM03001TR001,FA3929132379826431,PAN491606593,291323798264,
231343081,AC25400723,DLNLEG5142567,2316IM03004TR003,FA6579617631988967,PAN491606593,796176319889,
231359888,AC24996119,DLNLEG5142567,2316IM03006TR004,FA3847107803431877,PAN491606593,471078034318,
231310553,AC35852299,DLNLEG5142567,2316IM0305TR002,FA7875638168332775,PAN491606593,756381683327,
231359923,AC50352599,DLNLEG5142567,2316IM09002TR002,FA4810179745349862,PAN491606593,101797453498,
231389437,AC98123673,DLNLEG5142567,2316IM11007TR001,FA2462924287188595,PAN491606593,629242871885,
231346078,AC67612141,DLNLEG5142567,2316IM1104TR008,FA6414505897464806,PAN491606593,145058974648,
232176503,AC72253276,DLNLEG5142567,2317IM02004TR005,FA9814723001223474,PAN491606593,147230012234,
231596008,AC67813438,DLNLEG5142567,2317IM03001TR001,FA6258712394568475,PAN491606593,587123945684,
231528208,AC36200591,DLNLEG5142567,23IL1144005240,FA2369648126949094,PAN491606593,696481269490,
231293908,AC94964518,DLNLEG5142567,23IL114400524031,FA1881028618585664,PAN491606593,810286185856,
231293930,AC70419005,DLNLEG5142567,23IL114400524032,FA1540832810436334,PAN491606593,408328104363,
231308094,AC53612151,DLNLEG5142567,23IL114400524033,FA6313341691501186,PAN491606593,133416915011,
231315652,AC43196124,DLNLEG5142567,23IL114400524034,FA7355327742708692,PAN491606593,553277427086,
231529764,AC59268846,DLNLEG5142567,23IL114400524040,FA5522896663696012,PAN491606593,228966636960,
231536394,AC49323451,DLNLEG5142567,23IL114400524041,FA9110682776746268,PAN491606593,106827767462,
231592561,AC14133054,DLNLEG5142567,23IL114400524042,FA4650045511449104,PAN491606593,500455114491,
231592625,AC80024090,DLNLEG5142567,23IL114400524043,FA8398995420088121,PAN491606593,989954200881,
231603851,AC20611338,DLNLEG5142567,23IL114400524044,FA7366796623904529,PAN491606593,667966239045,
231609571,AC85980070,DLNLEG5142567,23IL114400524045,FA2297745450480907,PAN491606593,977454504809,
231679883,AC95312331,DLNLEG5142567,23IL114400524046,FA1179132697353206,PAN491606593,791326973532,
231680909,AC15921167,DLNLEG5142567,23IL114400524047,FA9632599767708588,PAN491606593,325997677085,
231684368,AC37944020,DLNLEG5142567,23IL114400524048,FA8458278364986698,PAN491606593,582783649866,
231684363,AC50980387,DLNLEG5142567,23IL114400524049,FA2509816899376115,PAN491606593,098168993761,
231718914,AC64850751,DLNLEG5142567,23IL114400524050,FA8537505721692089,PAN491606593,375057216920,
231730343,AC95105230,DLNLEG5142567,23IL114400524051,FA5568082759058252,PAN491606593,680827590582,
231275822,AC97366717,DLNLEG5142567,23IL11440524001,FA6440879007884518,PAN491606593,408790078845,
231591453,AC63632482,DLNLEG5142567,23IL11440524004,FA6216917585216344,PAN491606593,169175852163,
231868584,AC38979582,DLNLEG5142567,23TS114400524086,FA6153449290692385,PAN491606593,534492906923,
231993327,AC10056771,DLNLEG5142567,23TS114400524093,FA9925705484302813,PAN491606593,257054843028,
232053204,AC97461023,DLNLEG5142567,23TS114400524094,FA8291793742576657,PAN491606593,917937425766,
232074619,AC60576893,DLNLEG5142567,23TS114400524097,FA2759888001186840,PAN491606593,598880011868,
232291149,AC36739999,DLNLEG5142567,23TS114400524103,FA7294056731197209,PAN491606593,940567311972,
282956881,AC28632044,DLNIND1372327,28TD889333752402,FA2859074541223742,PAN729503320,590745412237,Pramil Narayan Adhikari
022934334,AC12284749,DLNLEG3286748,02TS103112524021,FA5156386595312792,PAN903432729,563865953127,
281826602,AC36564047,DLNIND1372327,28TD893337524001,FA3540716995010609,PAN729503320,407169950106,Pramil Narayan Adhikari
30399555,AC62625124,DLNLEG5063941,3027091981524001,FA6048477719734997,PAN392428656,484777197349,
30399556,AC54310733,DLNLEG5063941,3027091981524002,FA1713195207720365,PAN392428656,131952077203,
30399557,AC22071458,DLNLEG5063941,3027091981524003,FA9303525378877111,PAN392428656,035253788771,
092973249,AC32845674,DLNLEG8098419,09TD940321152401,FA2113496058241927,PAN954062163,134960582419,
092973240,AC82611437,DLNLEG8098419,09TD940321152403,FA6663542787287592,PAN954062163,635427872875,
092973243,AC70471353,DLNLEG8098419,09TD940321152402,FA7351792493948337,PAN954062163,517924939483,
991839797,AC26674686,DLNLEG6576494,99TD092002524048,FA3482186507724650,PAN813377590,821865077246,
022972365,AC42961741,DLNLEG3286748,02TS103112524022,FA1072329804601207,PAN903432729,723298046012,
093223354,AC13477933,DLNLEG1189719,09TD912839252402,FA3408123799383986,PAN240743444,081237993839,
023064640,AC27593315,DLNLEG3286748,02TS103112524023,FA9735206697179320,PAN903432729,352066971793,
023105833,AC17898374,DLNLEG3286748,02TS103112524025,FA2825285246503823,PAN903432729,252852465038,
232834499,AC76901324,DLNLEG5142567,23TS114400524105,FA1464688973075127,PAN491606593,646889730751,
232913887,AC86108784,DLNLEG5142567,23TS114400524106,FA8430616264239086,PAN491606593,306162642390,
232913890,AC78694976,DLNLEG5142567,23TS114400524107,FA8147402564178824,PAN491606593,474025641788,
232913893,AC17632492,DLNLEG5142567,23TS114400524108,FA8865837207047252,PAN491606593,658372070472,
232930899,AC28481128,DLNLEG5142567,23TS114400524109,FA8135061328801461,PAN491606593,350613288014,
023112721,AC42660202,DLNLEG3286748,02TS103112524026,FA1380156438901841,PAN903432729,801564389018,
023125273,AC45182646,DLNLEG3286748,02TS103112524027,FA8803444171305483,PAN903432729,034441713054,
233392269,AC49629826,DLNLEG5142567,2TS14400524110,FA4839840427723035,PAN491606593,398404277230,
B12071416,AC27483670,DLNLEG3194194,B144499113524003,FA5271987235718639,PAN114592430,719872357186,
B11983506,AC18935596,DLNLEG3194194,B141499113524002,FA3231554418994348,PAN114592430,315544189943,
D03223852,AC71301822,DLNLEG1189719,D0TD912839252403,FA5149389984393206,PAN240743444,493899843932,
D03227888,AC29695697,DLNLEG1189719,D0TD912839252404,FA7438960228991746,PAN240743444,389602289917,
023252780,AC36772429,DLNLEG3286748,02TS103112524028,FA8330210830826567,PAN903432729,302108308265,
233392322,AC81339255,DLNLEG5142567,23TS114400524110,FA2631143826892593,PAN491606593,311438268925,
233450196,AC50975422,DLNLEG5142567,23TS114400524113,FA5853716344313219,PAN491606593,537163443132,
233407580,AC22838289,DLNLEG5142567,23TS114400524111,FA9092166386034914,PAN491606593,921663860349,
233450193,AC51268124,DLNLEG5142567,23TS114400524112,FA6359008586999313,PAN491606593,590085869993,
023255251,AC82948574,DLNLEG3286748,02TS103112524030,FA2834639420430793,PAN903432729,346394204307,
231840253,AC92282234,DLNLEG5142567,23ET114400524016,FA9695478780350142,PAN491606593,954787803501,
023408928,AC63266788,DLNLEG3286748,02TS103112524031,FA1885732498464415,PAN903432729,857324984644,
E53625453,AC67523151,DLNLEG3169101,E5TD750149852408,FA1745077200301903,PAN944763272,450772003019,
023415180,AC14954256,DLNLEG3286748,02TS103112524032,FA5668632330338727,PAN903432729,686323303387,
023518610,AC28315682,DLNLEG3286748,02TS103112524033,FA7757037474097464,PAN903432729,570374740974,
023565010,AC13989114,DLNLEG3286748,02TS103112524035,FA4579497424662404,PAN903432729,794974246624,
992177087,AC67627859,DLNLEG6576494,99TD092002524049,FA9795089531488439,PAN813377590,950895314884,
231251698,AC67803164,DLNLEG5142567,23TS114400524040,FA8130067744011545,PAN491606593,300677440115,
231252712,AC16565226,DLNLEG5142567,23TS114400524041,FA3125602114762801,PAN491606593,256021147628,
231254167,AC86840620,DLNLEG5142567,23TS114400524042,FA7517662431838934,PAN491606593,176624318389,
991142044,AC43276027,DLNLEG6576494,99TD092002524036,FA2992269415021824,PAN813377590,922694150218,
02810357,AC49159167,DLNLEG3286748,0214IM11004TR036,FA4677039767395452,PAN903432729,770397673954,
02814389,AC28409524,DLNLEG3286748,0214IM11011TR048,FA3749565901263576,PAN903432729,495659012635,
02814734,AC26901704,DLNLEG3286748,0214IM02035TR087,FA1696563722931619,PAN903432729,965637229316,
02816820,AC58200532,DLNLEG3286748,0214IM11011TR052,FA8993735898435892,PAN903432729,937358984358,
02822340,AC23758944,DLNLEG3286748,0214IM11024TR056,FA9684575511903592,PAN903432729,845755119035,
02822979,AC84964100,DLNLEG3286748,0214IM11024TR058,FA6198897231659676,PAN903432729,988972316596,
02824222,AC14864405,DLNLEG3286748,0214IM11024TR059,FA7636150518702050,PAN903432729,361505187020,
02825582,AC17756052,DLNLEG3286748,0214IM034TR062,FA8352319532737240,PAN903432729,523195327372,
02826520,AC20447731,DLNLEG3286748,0214IM11029TR064,FA7326985659729857,PAN903432729,269856597298,
02827988,AC41949588,DLNLEG3286748,0214IM11030TR066,FA3746866521786241,PAN903432729,468665217862,
02828628,AC29223707,DLNLEG3286748,0214IM11041TR068,FA1568079520081636,PAN903432729,680795200816,
02830590,AC40833384,DLNLEG3286748,0214IM11041TR071,FA3338807732203688,PAN903432729,388077322036,
02854845,AC11850675,DLNLEG3286748,0214IM11041TR076,FA5642332515960628,PAN903432729,423325159606,
02872613,AC70135304,DLNLEG3286748,0214IM11035TR078,FA6606937864623155,PAN903432729,069378646231,
02923020,AC96943667,DLNLEG3286748,0214IM11043TR084,FA1994192345171675,PAN903432729,941923451716,
02924028,AC36420025,DLNLEG3286748,0214IM11029TR085,FA9908715260024887,PAN903432729,087152600248,
021024615,AC24889393,DLNLEG3286748,0214IM11042TR094,FA4182622921196582,PAN903432729,826229211965,
021024618,AC73865839,DLNLEG3286748,0214IM11042TR095,FA2214864275267025,PAN903432729,148642752670,
021024644,AC40993186,DLNLEG3286748,0214IM11049TR096,FA4857277823915247,PAN903432729,572778239152,
021030729,AC50889685,DLNLEG3286748,0214IM11064TR098,FA6629559848405849,PAN903432729,295598484058,
021035246,AC26395807,DLNLEG3286748,0214IM11059TR103,FA2807829369050862,PAN903432729,078293690508,
021037454,AC41825543,DLNLEG3286748,0214IM11050TR106,FA8702362831100055,PAN903432729,023628311000,
021038373,AC66602006,DLNLEG3286748,0214IM11050TR108,FA8488588067983367,PAN903432729,885880679833,
021039763,AC93692779,DLNLEG3286748,0214IM11062TR111,FA2184347713166350,PAN903432729,843477131663,
021055145,AC25184254,DLNLEG3286748,0214IM11077TR136,FA7565898936728082,PAN903432729,658989367280,
021062301,AC30069942,DLNLEG3286748,0214IM11083TR144,FA2664267289621423,PAN903432729,642672896214,
021062326,AC75807126,DLNLEG3286748,0214IM11087TR145,FA5225411768658967,PAN903432729,254117686589,
021073580,AC88068955,DLNLEG3286748,0214IM11097TR160,FA5282893171396118,PAN903432729,828931713961,
021075213,AC26237751,DLNLEG3286748,0214IM11098TR161,FA9119247165661200,PAN903432729,192471656612,
021076472,AC12650674,DLNLEG3286748,0214IM11090TR164,FA6149751469566679,PAN903432729,497514695666,
021090326,AC16896494,DLNLEG3286748,0214IM11103TR004,FA8252693855607612,PAN903432729,526938556076,
021092680,AC23272648,DLNLEG3286748,0214IM11115TR007,FA4780333455500219,PAN903432729,803334555002,
021098015,AC46263615,DLNLEG3286748,0214IM11115TR011,FA5323995037318656,PAN903432729,239950373186,
021098118,AC66436886,DLNLEG3286748,0214IM11104TR012,FA5803203466325726,PAN903432729,032034663257,
021098970,AC87126293,DLNLEG3286748,0214IM11102TR016,FA7707364844040527,PAN903432729,073648440405,
021098975,AC27118954,DLNLEG3286748,0214IM11102TR017,FA1149352787672117,PAN903432729,493527876721,
021102150,AC42311911,DLNLEG3286748,0214IM11108TR021,FA8783395884390875,PAN903432729,833958843908,
021103633,AC33150450,DLNLEG3286748,0215IM11001TR002,FA9797868736502720,PAN903432729,978687365027,
021105090,AC77488677,DLNLEG3286748,0214IM11108TR027,FA1750496560921005,PAN903432729,504965609210,
231261748,AC53912696,DLNLEG5142567,23TS114400524043,FA6274590949228435,PAN491606593,745909492284,
231295987,AC89733477,DLNLEG5142567,23DL114400524011,FA1182842590400270,PAN491606593,828425904002,
231310572,AC53138567,DLNLEG5142567,23DL114400524012,FA9976236620321201,PAN491606593,762366203212,
231266111,AC97751211,DLNLEG5142567,23TS114400524044,FA3712451126880955,PAN491606593,124511268809,
231248833,AC27722697,DLNLEG5142567,23TS114400524039,FA5228985657274512,PAN491606593,289856572745,
661323888,AC94032183,DLNIND7426436,66DL368828524002,FA7256098950288517,PAN849149601,560989502885,Shirish Shankar Timalsina
991163801,AC51550061,DLNLEG6576494,99TD092002524037,FA5059754543001626,PAN813377590,597545430016,
30399341,AC68293016,DLNLEG1075920,3027090144524004,FA3127952569160507,PAN136521569,279525691605,
30399342,AC55974257,DLNLEG1075920,3027090144524005,FA9770102900496099,PAN136521569,701029004960,
021114168,AC33981614,DLNLEG3286748,0215IM11001TR032,FA3951547314378589,PAN903432729,515473143785,
021121372,AC54114820,DLNLEG3286748,0215IM11013TR041,FA5883589357414392,PAN903432729,835893574143,
021121378,AC30207408,DLNLEG3286748,0215IM11013TR042,FA8221115131293572,PAN903432729,211151312935,
021128636,AC22839555,DLNLEG3286748,0215IM11014TR050,FA8575213367398268,PAN903432729,752133673982,
021132328,AC21774241,DLNLEG3286748,0215IM11019TR057,FA7932866739134648,PAN903432729,328667391346,
021138891,AC51788982,DLNLEG3286748,0215IM11019TR065,FA7291738567513580,PAN903432729,917385675135,
021136476,AC33086348,DLNLEG3286748,0215IM11020TR062,FA6581091139357664,PAN903432729,810911393576,
021136693,AC67246926,DLNLEG3286748,0215IM11020TR064,FA1512773733027558,PAN903432729,127737330275,
021139605,AC36857966,DLNLEG3286748,0215IM11021TR066,FA9971603884704119,PAN903432729,716038847041,
021139608,AC74844153,DLNLEG3286748,0215IM11021TR067,FA9008325507021141,PAN903432729,083255070211,
021147789,AC74655099,DLNLEG3286748,0215IM11028TR079,FA2887439584697018,PAN903432729,874395846970,
021147829,AC51723146,DLNLEG3286748,0215IM11030TR080,FA2359474092897510,PAN903432729,594740928975,
021167597,AC81314567,DLNLEG3286748,0215IM11030TR100,FA3114477332422526,PAN903432729,144773324225,
021160996,AC60456963,DLNLEG3286748,0215IM11031TR090,FA8052765804083044,PAN903432729,527658040830,
021185328,AC48640365,DLNLEG3286748,0215IM11052TR117,FA4601605684839954,PAN903432729,016056848399,
021179499,AC86431200,DLNLEG3286748,0215IM11057TR116,FA4465622518255941,PAN903432729,656225182559,
021261375,AC23895775,DLNLEG3286748,0215IM11093TR047,FA1122209163581418,PAN903432729,222091635814,
021247441,AC14952524,DLNLEG3286748,0215IM11097TR026,FA6594259932638281,PAN903432729,942599326382,
021259889,AC86548187,DLNLEG3286748,0215IM11098TR046,FA9544745013549344,PAN903432729,447450135493,
021265263,AC78881083,DLNLEG3286748,0215IM11098TR050,FA1617013104257710,PAN903432729,170131042577,
021254963,AC10122688,DLNLEG3286748,0215IM11101TR036,FA2580743162893126,PAN903432729,807431628931,
021263840,AC22300949,DLNLEG3286748,0215IM11101TR048,FA9050532970475221,PAN903432729,505329704752,
021261953,AC43418167,DLNLEG3286748,0216IM02016TR070,FA9225024570166946,PAN903432729,250245701669,
021301878,AC51744659,DLNLEG3286748,0216IM11048TR105,FA1952872523415147,PAN903432729,528725234151,
021303205,AC96089395,DLNLEG3286748,0216IM11047TR108,FA2946115037563019,PAN903432729,461150375630,
021292149,AC57491022,DLNLEG3286748,0216IM11041TR095,FA7741098258453506,PAN903432729,410982584535,
021292080,AC47574026,DLNLEG3286748,0216IM11032TR094,FA5139897777219275,PAN903432729,398977772192,
021281831,AC24996562,DLNLEG3286748,0216IM11017TR084,FA1291034624997042,PAN903432729,910346249970,
021267880,AC92972324,DLNLEG3286748,0216IM11011TR057,FA9934065378682915,PAN903432729,340653786829,
021267172,AC38204455,DLNLEG3286748,0216IM11010TR056,FA6579948053000854,PAN903432729,799480530008,
021251046,AC12058427,DLNLEG3286748,0216IM11002TR030,FA9480333984711692,PAN903432729,803339847116,
221056299,AC81559592,DLNLEG5604950,2214IM02114TR197,FA5192676319508337,PAN795534455,926763195083,
231093274,AC94062785,DLNLEG5142567,2314DAP11001TR01,FA8856106903143401,PAN491606593,561069031434,
23854358,AC76537559,DLNLEG5142567,2314IM02001TR003,FA9057279351503323,PAN491606593,572793515033,
231055976,AC64351991,DLNLEG5142567,2314IM02006TR007,FA4831373033810874,PAN491606593,313730338108,
231094405,AC47144607,DLNLEG5142567,2314IM02007TR001,FA5904265228645961,PAN491606593,042652286459,
231097406,AC97495195,DLNLEG5142567,2314IM02008TR002,FA1606765325482904,PAN491606593,067653254829,
231044428,AC43521825,DLNLEG5142567,2314IM03001TR001,FA5943387028892317,PAN491606593,433870288923,
231095854,AC89061797,DLNLEG5142567,2314IM03002TR001,FA4568502294878028,PAN491606593,685022948780,
231039850,AC66000018,DLNLEG5142567,2314IM11002TR004,FA2910233168935861,PAN491606593,102331689358,
231094623,AC24154880,DLNLEG5142567,2314IM11004TR001,FA5950074557218685,PAN491606593,500745572186,
23810397,AC42865041,DLNLEG5142567,23IL114400524001,FA7619241296992426,PAN491606593,192412969924,
23854559,AC74206324,DLNLEG5142567,23IL114400524002,FA6353397269226510,PAN491606593,533972692265,
231034995,AC10356695,DLNLEG5142567,23IL114400524003,FA2093825720299510,PAN491606593,938257202995,
231037085,AC59367604,DLNLEG5142567,23IL114400524004,FA9031289441310231,PAN491606593,312894413102,
231041103,AC85036689,DLNLEG5142567,23IL114400524005,FA9140363935368737,PAN491606593,403639353687,
231045283,AC21346694,DLNLEG5142567,23IL114400524006,FA4937327573166178,PAN491606593,373275731661,
231046611,AC49653878,DLNLEG5142567,23IL114400524007,FA9803510994246813,PAN491606593,035109942468,
231050511,AC21957213,DLNLEG5142567,23IL114400524008,FA2211476618999932,PAN491606593,114766189999,
231062841,AC78729209,DLNLEG5142567,23IL114400524009,FA8903164094760858,PAN491606593,031640947608,
231067678,AC39965534,DLNLEG5142567,23IL114400524011,FA1267013809048190,PAN491606593,670138090481,
231070242,AC68747978,DLNLEG5142567,23IL114400524012,FA7859296950275820,PAN491606593,592969502758,
231070248,AC74178418,DLNLEG5142567,23IL114400524013,FA4435970857368061,PAN491606593,359708573680,
231070251,AC61520877,DLNLEG5142567,23IL114400524014,FA4553899528451827,PAN491606593,538995284518,
231070552,AC73344267,DLNLEG5142567,23IL114400524015,FA4528007593295177,PAN491606593,280075932951,
231095810,AC92705416,DLNLEG5142567,23IL114400524016,FA1155479396294675,PAN491606593,554793962946,
231098019,AC59141482,DLNLEG5142567,23IL114400524017,FA3486243431722631,PAN491606593,862434317226,
231103244,AC80871651,DLNLEG5142567,23IL114400524018,FA9403820423660735,PAN491606593,038204236607,
231105943,AC26575076,DLNLEG5142567,23IL114400524019,FA8635700094601895,PAN491606593,357000946018,
231107039,AC67219294,DLNLEG5142567,23IL114400524020,FA9095509205288668,PAN491606593,955092052886,
231107186,AC41911690,DLNLEG5142567,23IL114400524021,FA8254269683347584,PAN491606593,542696833475,
231109915,AC39890304,DLNLEG5142567,23IL114400524022,FA7324102942392966,PAN491606593,241029423929,
231111096,AC72596817,DLNLEG5142567,23IL114400524023,FA6090583713835338,PAN491606593,905837138353,
231191159,AC60955495,DLNLEG5142567,23IL114400524030,FA9984776553185248,PAN491606593,847765531852,
231064695,AC67832017,DLNLEG5142567,23IL11440524010,FA8081336507042290,PAN491606593,813365070422,
23748701,AC18359804,DLNLEG5142567,23TR114400524020,FA7649306163960382,PAN491606593,493061639603,
23748706,AC84194763,DLNLEG5142567,23TR114400524022,FA6344759864494280,PAN491606593,447598644942,
23748707,AC28974381,DLNLEG5142567,23TR114400524023,FA3518744126788954,PAN491606593,187441267889,
021309775,AC52898087,DLNLEG3286748,0216IM11046TR115,FA8670689805428563,PAN903432729,706898054285,
021305358,AC43644736,DLNLEG3286748,0216IM11047TR109,FA4426791334924043,PAN903432729,267913349240,
231269584,AC21034254,DLNLEG5142567,2315IM02012TR003,FA8677309767201426,PAN491606593,773097672014,
231327164,AC15528179,DLNLEG5142567,23TS114400524046,FA6969754343031643,PAN491606593,697543430316,
51400551,AC39511124,DLNLEG6576494,5119092002524021,FA7313146711749106,PAN813377590,131467117491,
231333393,AC65104233,DLNLEG5142567,23TS114400524048,FA4827932197622259,PAN491606593,279321976222,
231326100,AC86120748,DLNLEG5142567,23TS114400524045,FA7847859467193328,PAN491606593,478594671933,
231329098,AC86395514,DLNLEG5142567,23TS114400524047,FA4632801405369684,PAN491606593,328014053696,
231350617,AC80398962,DLNLEG5142567,23TS114400524049,FA8686745824972920,PAN491606593,867458249729,
231353050,AC69485303,DLNLEG5142567,23TS114400524050,FA7491556012393647,PAN491606593,915560123936,
231364233,AC32036530,DLNLEG5142567,23TS114400524051,FA6130870787298644,PAN491606593,308707872986,
231384547,AC49756162,DLNLEG5142567,23TS114400524052,FA5625528950564433,PAN491606593,255289505644,
231387831,AC12931897,DLNLEG5142567,23TS114400524053,FA8723307638430484,PAN491606593,233076384304,
231389486,AC82983845,DLNLEG5142567,23TS114400524054,FA8283832241694177,PAN491606593,838322416941,
231390257,AC31924007,DLNLEG5142567,23TS114400524055,FA9276162287016809,PAN491606593,761622870168,
021394142,AC76612369,DLNLEG3286748,02TS103112524012,FA2339946805283526,PAN903432729,399468052835,
32346484,AC42276358,DLNLEG9334212,3219157797524001,FA3770176336581037,PAN353089449,701763365810,PALPA HEALTHCARE PVT. LTD.
021485537,AC19602276,DLNLEG3286748,02TS103112524013,FA8982410778128451,PAN903432729,824107781284,
52820793,AC47182175,DLNLEG7366525,5241273477524003,FA8523495875023552,PAN549095519,234958750235,SYANGJA FOOTWEAR PVT. LTD.
231520492,AC63251969,DLNLEG5142567,23TS114400524060,FA8881676677539395,PAN491606593,816766775393,
231456193,AC20418263,DLNLEG5142567,23TS114400524056,FA2474979756030452,PAN491606593,749797560304,
231463549,AC56266347,DLNLEG5142567,23TS114400524057,FA1553469470885618,PAN491606593,534694708856,
231468788,AC69111674,DLNLEG5142567,23TS114400524058,FA2947086351176850,PAN491606593,470863511768,
231498994,AC25554498,DLNLEG5142567,23TS114400524059,FA4802963946333504,PAN491606593,029639463335,
021496120,AC14142188,DLNLEG3286748,02TS103112524014,FA1275475279473799,PAN903432729,754752794737,
0496691,AC29378633,DLNLEG9864427,04CA006533NPR004,FA3318849295961333,PAN612584594,188492959613,
42473698,AC13633170,DLNLEG6576494,4219092002524013,FA8941330348369731,PAN813377590,413303483697,
991289803,AC39795010,DLNLEG6576494,99TD092002524040,FA9103611002438666,PAN813377590,036110024386,
