First Name,Middle Name,Surname,Full Name,Gender,Relation
Hari,Raj,K.C.,Hari Raj K.C.,Male,Husband
Sapana,Rani,K.C.,Sapana Rani K.C.,Female,Mother
Praful,,Rai,Praful Rai,Male,Husband
Shreya,,Bhandari,Shreya Bhandari,Female,Wife
Praful,Lal,Maharjan,Praful Lal Maharjan,Male,Father
Shreya,Devi,Rai,Shreya Devi Rai,Female,Wife
Sabita,Devi,Rai,Sabita Devi Rai,Female,Wife
Gita,Rani,Rai,Gita Rani Rai,Female,Wife
Sapana,,Maharjan,Sapana Maharjan,Female,Wife
Sita,Rani,Bhandari,Sita Rani Bhandari,Female,Mother
Ram,Lal,Timalsina,Ram Lal Timalsina,Male,Husband
Shyam,Singh,Karki,Shyam Singh Karki,Male,Father
Mina,Maya,Shrestha,Mina Maya Shrestha,Female,Mother
Hari,,Tamang,Hari Tamang,Male,Husband
Sita,,Sherpa,Sita Sherpa,Female,Wife
Sunil,Raj,K.C.,Sunil Raj K.C.,Male,Father
Safal,,Thapa,Safal Thapa,Male,Father
Prasant,,Timalsina,Prasant Timalsina,Male,Husband
Praful,Singh,Rai,Praful Singh Rai,Male,Husband
Dipak,Man,Thapa,Dipak Man Thapa,Male,Husband
Sunita,Maya,Bhandari,Sunita Maya Bhandari,Female,Wife
Mina,Maya,Thapa,Mina Maya Thapa,Female,Mother
Kiran,,Karki,Kiran Karki,Male,Husband
Safal,Singh,Rai,Safal Singh Rai,Male,Husband
Shyam,Bahadur,Sherpa,Shyam Bahadur Sherpa,Male,Father
Abhaya,Prasad,Tamang,Abhaya Prasad Tamang,Male,Father
Gita,Rani,Sherpa,Gita Rani Sherpa,Female,Mother
Mina,Kumari,Bhandari,Mina Kumari Bhandari,Female,Mother
Sabita,,Thapa,Sabita Thapa,Female,Mother
Shreya,,Karki,Shreya Karki,Female,Wife
Shyam,Krishna,Karki,Shyam Krishna Karki,Male,Husband
Mina,Maya,Maharjan,Mina Maya Maharjan,Female,Wife
Anil,,Thapa,Anil Thapa,Male,Husband
Sisir,,Karki,Sisir Karki,Male,Husband
Raj,Prasad,K.C.,Raj Prasad K.C.,Male,Father
Hari,,Shrestha,Hari Shrestha,Male,Father
Praful,Krishna,Maharjan,Praful Krishna Maharjan,Male,Father
Gita,,Shrestha,Gita Shrestha,Female,Wife
Dev,Krishna,Maharjan,Dev Krishna Maharjan,Male,Husband
Raj,Man,Tamang,Raj Man Tamang,Male,Husband
Shreya,Kumari,Maharjan,Shreya Kumari Maharjan,Female,Wife
Shyam,Raj,Shrestha,Shyam Raj Shrestha,Male,Father
Sapana,Rani,Karki,Sapana Rani Karki,Female,Mother
Dev,Raj,Karki,Dev Raj Karki,Male,Husband
Sita,,Bhandari,Sita Bhandari,Female,Mother
Sunil,,Bhandari,Sunil Bhandari,Male,Father
Hari,Kumar,Timalsina,Hari Kumar Timalsina,Male,Husband
Praful,Bahadur,K.C.,Praful Bahadur K.C.,Male,Husband
Sita,Rani,Rai,Sita Rani Rai,Female,Wife
Shyam,Bahadur,K.C.,Shyam Bahadur K.C.,Male,Father
Sunil,Kumar,Gurung,Sunil Kumar Gurung,Male,Husband
Praful,Lal,Tamang,Praful Lal Tamang,Male,Husband
Anil,,Timalsina,Anil Timalsina,Male,Father
Gita,Maya,K.C.,Gita Maya K.C.,Female,Mother
Sunita,Maya,Bhandari,Sunita Maya Bhandari,Female,Wife
Sapana,,Timalsina,Sapana Timalsina,Female,Wife
Ram,Raj,Rai,Ram Raj Rai,Male,Husband
Mina,,Rai,Mina Rai,Female,Mother
Prasant,,Tamang,Prasant Tamang,Male,Father
Dipak,,Shrestha,Dipak Shrestha,Male,Husband
Sabita,,Maharjan,Sabita Maharjan,Female,Mother
Raj,Bahadur,K.C.,Raj Bahadur K.C.,Male,Father
Safal,Prasad,Tamang,Safal Prasad Tamang,Male,Husband
Mina,,Karki,Mina Karki,Female,Wife
Praful,,Bhandari,Praful Bhandari,Male,Father
Sapana,Maya,Timalsina,Sapana Maya Timalsina,Female,Wife
Sisir,Kumar,Sherpa,Sisir Kumar Sherpa,Male,Husband
Sisir,Kumar,Bhandari,Sisir Kumar Bhandari,Male,Father
Shreya,Maya,Thapa,Shreya Maya Thapa,Female,Mother
Abhaya,Krishna,Rai,Abhaya Krishna Rai,Male,Husband
Sunita,Maya,Karki,Sunita Maya Karki,Female,Wife
Moni,Kumari,Karki,Moni Kumari Karki,Female,Mother
Dev,Singh,Karki,Dev Singh Karki,Male,Husband
Sita,Rani,Gurung,Sita Rani Gurung,Female,Wife
Raj,Prasad,Bhandari,Raj Prasad Bhandari,Male,Father
Shyam,Bahadur,Gurung,Shyam Bahadur Gurung,Male,Husband
Shreya,Rani,K.C.,Shreya Rani K.C.,Female,Mother
Abhaya,Bahadur,Rai,Abhaya Bahadur Rai,Male,Husband
Prasant,Raj,K.C.,Prasant Raj K.C.,Male,Husband
Mina,Maya,Shrestha,Mina Maya Shrestha,Female,Wife
Sunil,Singh,Rai,Sunil Singh Rai,Male,Husband
Sunil,,Shrestha,Sunil Shrestha,Male,Husband
Anil,Man,Thapa,Anil Man Thapa,Male,Father
Sapana,,Sherpa,Sapana Sherpa,Female,Mother
Sapana,Rani,Karki,Sapana Rani Karki,Female,Wife
Shreya,Devi,Gurung,Shreya Devi Gurung,Female,Mother
Safal,,K.C.,Safal K.C.,Male,Husband
Dipak,Prasad,Sherpa,Dipak Prasad Sherpa,Male,Husband
Sita,Kumari,Thapa,Sita Kumari Thapa,Female,Wife
Dipak,Prasad,Thapa,Dipak Prasad Thapa,Male,Father
Sita,Kumari,Tamang,Sita Kumari Tamang,Female,Wife
Anil,,Tamang,Anil Tamang,Male,Husband
Moni,Kumari,Gurung,Moni Kumari Gurung,Female,Wife
Sunita,Kumari,K.C.,Sunita Kumari K.C.,Female,Wife
Mina,,Maharjan,Mina Maharjan,Female,Mother
Shyam,Man,Bhandari,Shyam Man Bhandari,Male,Father
Abhaya,Krishna,Shrestha,Abhaya Krishna Shrestha,Male,Father
Hari,,K.C.,Hari K.C.,Male,Father
Sunita,Maya,Shrestha,Sunita Maya Shrestha,Female,Wife
Safal,Singh,Shrestha,Safal Singh Shrestha,Male,Husband
Hari,Krishna,Gurung,Hari Krishna Gurung,Male,Father
Sabita,Laxmi,Sherpa,Sabita Laxmi Sherpa,Female,Wife
Abhaya,Lal,Timalsina,Abhaya Lal Timalsina,Male,Husband
Shreya,Laxmi,Maharjan,Shreya Laxmi Maharjan,Female,Mother
Gita,Laxmi,Rai,Gita Laxmi Rai,Female,Mother
Dev,,Rai,Dev Rai,Male,Father
Moni,,Timalsina,Moni Timalsina,Female,Wife
Raj,Krishna,K.C.,Raj Krishna K.C.,Male,Husband
Mina,Kumari,Rai,Mina Kumari Rai,Female,Mother
Gita,Laxmi,Gurung,Gita Laxmi Gurung,Female,Wife
Sunita,Devi,Bhandari,Sunita Devi Bhandari,Female,Mother
Dev,Prasad,Karki,Dev Prasad Karki,Male,Father
Gita,Laxmi,Karki,Gita Laxmi Karki,Female,Mother
Shreya,Maya,Shrestha,Shreya Maya Shrestha,Female,Wife
Sunita,,Karki,Sunita Karki,Female,Mother
Kiran,,Sherpa,Kiran Sherpa,Male,Father
Gita,Maya,Maharjan,Gita Maya Maharjan,Female,Wife
Moni,,Timalsina,Moni Timalsina,Female,Mother
Moni,Kumari,Bhandari,Moni Kumari Bhandari,Female,Mother
Sisir,Man,Bhandari,Sisir Man Bhandari,Male,Father
Mina,Laxmi,Timalsina,Mina Laxmi Timalsina,Female,Mother
Ram,Singh,Rai,Ram Singh Rai,Male,Husband
Sabita,Devi,Karki,Sabita Devi Karki,Female,Mother
Raj,Kumar,Timalsina,Raj Kumar Timalsina,Male,Father
Moni,Laxmi,Sherpa,Moni Laxmi Sherpa,Female,Wife
Dipak,Raj,Shrestha,Dipak Raj Shrestha,Male,Husband
Sunita,Maya,Thapa,Sunita Maya Thapa,Female,Wife
Ram,Lal,Tamang,Ram Lal Tamang,Male,Father
Raj,Lal,Rai,Raj Lal Rai,Male,Husband
Dipak,,Maharjan,Dipak Maharjan,Male,Father
Mina,Kumari,Thapa,Mina Kumari Thapa,Female,Mother
Sunita,Devi,Sherpa,Sunita Devi Sherpa,Female,Wife
Sabita,,Gurung,Sabita Gurung,Female,Wife
Shyam,Krishna,Shrestha,Shyam Krishna Shrestha,Male,Father
Gita,Kumari,Shrestha,Gita Kumari Shrestha,Female,Wife
Sapana,Laxmi,Sherpa,Sapana Laxmi Sherpa,Female,Wife
Kiran,Raj,Rai,Kiran Raj Rai,Male,Father
Sita,Kumari,Karki,Sita Kumari Karki,Female,Mother
Sabita,Devi,Sherpa,Sabita Devi Sherpa,Female,Mother
Gita,Rani,K.C.,Gita Rani K.C.,Female,Mother
Dev,Lal,Rai,Dev Lal Rai,Male,Husband
Sabita,Laxmi,Sherpa,Sabita Laxmi Sherpa,Female,Mother
Moni,Rani,Karki,Moni Rani Karki,Female,Wife
Sapana,Rani,Karki,Sapana Rani Karki,Female,Mother
Anil,,Timalsina,Anil Timalsina,Male,Husband
Raj,Krishna,K.C.,Raj Krishna K.C.,Male,Father
Sabita,Maya,Maharjan,Sabita Maya Maharjan,Female,Wife
Moni,,Gurung,Moni Gurung,Female,Mother
Moni,Laxmi,Rai,Moni Laxmi Rai,Female,Wife
Dipak,,Karki,Dipak Karki,Male,Father
Moni,Kumari,Sherpa,Moni Kumari Sherpa,Female,Wife
Kiran,,Maharjan,Kiran Maharjan,Male,Husband
Sisir,Bahadur,Bhandari,Sisir Bahadur Bhandari,Male,Father
Sita,Rani,Maharjan,Sita Rani Maharjan,Female,Mother
Gita,Rani,K.C.,Gita Rani K.C.,Female,Wife
Sunita,Rani,Karki,Sunita Rani Karki,Female,Mother
Gita,,Maharjan,Gita Maharjan,Female,Mother
Anil,Prasad,Timalsina,Anil Prasad Timalsina,Male,Father
Ram,,Tamang,Ram Tamang,Male,Husband
Ram,Krishna,Maharjan,Ram Krishna Maharjan,Male,Father
Abhaya,Kumar,Bhandari,Abhaya Kumar Bhandari,Male,Father
Mina,Rani,Thapa,Mina Rani Thapa,Female,Wife
Dev,,Gurung,Dev Gurung,Male,Father
Shyam,Man,K.C.,Shyam Man K.C.,Male,Father
Sita,Rani,Maharjan,Sita Rani Maharjan,Female,Mother
Sapana,Kumari,Maharjan,Sapana Kumari Maharjan,Female,Mother
Dipak,Man,Sherpa,Dipak Man Sherpa,Male,Husband
Safal,,Maharjan,Safal Maharjan,Male,Husband
Praful,,Gurung,Praful Gurung,Male,Father
Mina,Devi,Thapa,Mina Devi Thapa,Female,Wife
Mina,Maya,Tamang,Mina Maya Tamang,Female,Mother
Praful,Lal,Rai,Praful Lal Rai,Male,Husband
Mina,Laxmi,Shrestha,Mina Laxmi Shrestha,Female,Mother
Dipak,Bahadur,Maharjan,Dipak Bahadur Maharjan,Male,Father
Ram,Man,K.C.,Ram Man K.C.,Male,Husband
Shreya,,Timalsina,Shreya Timalsina,Female,Mother
Kiran,,Timalsina,Kiran Timalsina,Male,Father
Abhaya,Raj,Bhandari,Abhaya Raj Bhandari,Male,Father
Sunita,Rani,Tamang,Sunita Rani Tamang,Female,Wife
Anil,Raj,Gurung,Anil Raj Gurung,Male,Husband
Dipak,,K.C.,Dipak K.C.,Male,Father
Sunil,,K.C.,Sunil K.C.,Male,Father
Moni,Devi,K.C.,Moni Devi K.C.,Female,Mother
Hari,Lal,Bhandari,Hari Lal Bhandari,Male,Husband
Hari,Raj,Timalsina,Hari Raj Timalsina,Male,Father
Kiran,Lal,Bhandari,Kiran Lal Bhandari,Male,Father
Moni,Kumari,Gurung,Moni Kumari Gurung,Female,Wife
Moni,Maya,Maharjan,Moni Maya Maharjan,Female,Wife
Ram,Lal,Shrestha,Ram Lal Shrestha,Male,Father
Mina,Devi,Gurung,Mina Devi Gurung,Female,Mother
Sapana,,Karki,Sapana Karki,Female,Mother
Mina,,Sherpa,Mina Sherpa,Female,Wife
Abhaya,,Maharjan,Abhaya Maharjan,Male,Husband
Anil,Man,Bhandari,Anil Man Bhandari,Male,Father
Dev,Bahadur,Timalsina,Dev Bahadur Timalsina,Male,Father
Abhaya,,Rai,Abhaya Rai,Male,Husband
Sunil,Lal,Gurung,Sunil Lal Gurung,Male,Husband
Ram,Lal,Sherpa,Ram Lal Sherpa,Male,Husband
Moni,Kumari,K.C.,Moni Kumari K.C.,Female,Mother
Dev,Singh,Bhandari,Dev Singh Bhandari,Male,Husband
Hari,,Gurung,Hari Gurung,Male,Husband
Sabita,,Thapa,Sabita Thapa,Female,Wife
Sita,Maya,Sherpa,Sita Maya Sherpa,Female,Wife
Sisir,Singh,Sherpa,Sisir Singh Sherpa,Male,Husband
Moni,Laxmi,K.C.,Moni Laxmi K.C.,Female,Mother
Sabita,Kumari,K.C.,Sabita Kumari K.C.,Female,Wife
Sapana,Kumari,Gurung,Sapana Kumari Gurung,Female,Wife
Sabita,Laxmi,Tamang,Sabita Laxmi Tamang,Female,Mother
Shyam,Prasad,Sherpa,Shyam Prasad Sherpa,Male,Husband
Shreya,Laxmi,Rai,Shreya Laxmi Rai,Female,Mother
Sisir,Man,Karki,Sisir Man Karki,Male,Father
Gita,Rani,Tamang,Gita Rani Tamang,Female,Mother
Mina,Kumari,Thapa,Mina Kumari Thapa,Female,Wife
Sita,Rani,Karki,Sita Rani Karki,Female,Wife
Gita,,Maharjan,Gita Maharjan,Female,Wife
Mina,Maya,Timalsina,Mina Maya Timalsina,Female,Mother
Raj,Kumar,Sherpa,Raj Kumar Sherpa,Male,Husband
Sabita,,Gurung,Sabita Gurung,Female,Wife
Moni,,Rai,Moni Rai,Female,Mother
Sapana,Laxmi,K.C.,Sapana Laxmi K.C.,Female,Mother
Raj,Krishna,Tamang,Raj Krishna Tamang,Male,Husband
Gita,Maya,K.C.,Gita Maya K.C.,Female,Wife
Anil,Krishna,Timalsina,Anil Krishna Timalsina,Male,Husband
Sabita,,Sherpa,Sabita Sherpa,Female,Wife
Raj,,Rai,Raj Rai,Male,Husband
Ram,Kumar,K.C.,Ram Kumar K.C.,Male,Husband
Shreya,Rani,Maharjan,Shreya Rani Maharjan,Female,Wife
Sabita,,K.C.,Sabita K.C.,Female,Wife
Sabita,Laxmi,Rai,Sabita Laxmi Rai,Female,Mother
Abhaya,Man,Maharjan,Abhaya Man Maharjan,Male,Father
Gita,Kumari,Thapa,Gita Kumari Thapa,Female,Mother
Gita,Maya,Sherpa,Gita Maya Sherpa,Female,Mother
Sisir,Raj,Thapa,Sisir Raj Thapa,Male,Husband
Prasant,Raj,Thapa,Prasant Raj Thapa,Male,Husband
Dev,,Timalsina,Dev Timalsina,Male,Father
Sapana,Laxmi,Karki,Sapana Laxmi Karki,Female,Mother
Gita,Laxmi,Timalsina,Gita Laxmi Timalsina,Female,Mother
Shreya,Laxmi,Thapa,Shreya Laxmi Thapa,Female,Wife
Moni,Devi,Rai,Moni Devi Rai,Female,Wife
Sita,,Tamang,Sita Tamang,Female,Mother
Mina,,Shrestha,Mina Shrestha,Female,Mother
Moni,Maya,K.C.,Moni Maya K.C.,Female,Wife
Sapana,,Tamang,Sapana Tamang,Female,Mother
Abhaya,Bahadur,Karki,Abhaya Bahadur Karki,Male,Father
Mina,,Karki,Mina Karki,Female,Mother
Moni,Laxmi,Maharjan,Moni Laxmi Maharjan,Female,Mother
Sunita,,Tamang,Sunita Tamang,Female,Mother
Safal,Krishna,K.C.,Safal Krishna K.C.,Male,Husband
Moni,Devi,Bhandari,Moni Devi Bhandari,Female,Wife
Sunil,Bahadur,Karki,Sunil Bahadur Karki,Male,Husband
Moni,Laxmi,Gurung,Moni Laxmi Gurung,Female,Wife
Abhaya,Krishna,Timalsina,Abhaya Krishna Timalsina,Male,Father
Sabita,,Tamang,Sabita Tamang,Female,Wife
Dipak,,Rai,Dipak Rai,Male,Husband
Mina,Kumari,K.C.,Mina Kumari K.C.,Female,Mother
Sabita,Maya,Shrestha,Sabita Maya Shrestha,Female,Wife
Safal,Bahadur,Gurung,Safal Bahadur Gurung,Male,Father
Sunil,Kumar,Sherpa,Sunil Kumar Sherpa,Male,Husband
Gita,Laxmi,Sherpa,Gita Laxmi Sherpa,Female,Mother
Moni,Laxmi,Shrestha,Moni Laxmi Shrestha,Female,Mother
Moni,Maya,Tamang,Moni Maya Tamang,Female,Mother
Sunita,,Shrestha,Sunita Shrestha,Female,Mother
Shyam,,K.C.,Shyam K.C.,Male,Husband
Gita,Maya,Shrestha,Gita Maya Shrestha,Female,Mother
Sisir,,Gurung,Sisir Gurung,Male,Father
Sunita,Laxmi,Gurung,Sunita Laxmi Gurung,Female,Wife
Prasant,Kumar,Gurung,Prasant Kumar Gurung,Male,Father
Sapana,Laxmi,Timalsina,Sapana Laxmi Timalsina,Female,Wife
Shreya,Kumari,K.C.,Shreya Kumari K.C.,Female,Wife
Anil,Raj,Thapa,Anil Raj Thapa,Male,Husband
Shreya,,Maharjan,Shreya Maharjan,Female,Mother
Shreya,,Thapa,Shreya Thapa,Female,Wife
Sita,Laxmi,Karki,Sita Laxmi Karki,Female,Wife
Abhaya,,Bhandari,Abhaya Bhandari,Male,Husband
Sunita,Rani,Karki,Sunita Rani Karki,Female,Wife
Sapana,Laxmi,Shrestha,Sapana Laxmi Shrestha,Female,Mother
Gita,Laxmi,Sherpa,Gita Laxmi Sherpa,Female,Mother
Hari,,Shrestha,Hari Shrestha,Male,Husband
Raj,Raj,Maharjan,Raj Raj Maharjan,Male,Father
Raj,Krishna,Karki,Raj Krishna Karki,Male,Husband
Dev,Singh,Timalsina,Dev Singh Timalsina,Male,Husband
Sisir,,Karki,Sisir Karki,Male,Husband
Praful,Raj,Sherpa,Praful Raj Sherpa,Male,Husband
Moni,Rani,Bhandari,Moni Rani Bhandari,Female,Mother
Sunita,,Shrestha,Sunita Shrestha,Female,Mother
Dev,Kumar,Tamang,Dev Kumar Tamang,Male,Husband
Gita,,Gurung,Gita Gurung,Female,Mother
Sabita,Devi,Sherpa,Sabita Devi Sherpa,Female,Wife
Sunita,Devi,Timalsina,Sunita Devi Timalsina,Female,Mother
Anil,Singh,Bhandari,Anil Singh Bhandari,Male,Father
Praful,,Sherpa,Praful Sherpa,Male,Father
Kiran,Raj,Timalsina,Kiran Raj Timalsina,Male,Father
Hari,Bahadur,Timalsina,Hari Bahadur Timalsina,Male,Husband
Hari,Man,Maharjan,Hari Man Maharjan,Male,Father
Sunil,Kumar,Bhandari,Sunil Kumar Bhandari,Male,Father
Sita,Rani,Gurung,Sita Rani Gurung,Female,Mother
Sapana,Maya,Maharjan,Sapana Maya Maharjan,Female,Mother
Dipak,Kumar,Timalsina,Dipak Kumar Timalsina,Male,Father
Sisir,,Sherpa,Sisir Sherpa,Male,Husband
Hari,Man,Tamang,Hari Man Tamang,Male,Husband
Sisir,Prasad,Gurung,Sisir Prasad Gurung,Male,Father
Sapana,Maya,Karki,Sapana Maya Karki,Female,Mother
Gita,,Tamang,Gita Tamang,Female,Mother
Dipak,Man,Bhandari,Dipak Man Bhandari,Male,Husband
Dipak,Kumar,Thapa,Dipak Kumar Thapa,Male,Husband
Moni,,Rai,Moni Rai,Female,Mother
Shreya,Rani,Maharjan,Shreya Rani Maharjan,Female,Wife
Sunil,Kumar,Sherpa,Sunil Kumar Sherpa,Male,Father
Sapana,Rani,Tamang,Sapana Rani Tamang,Female,Mother
Moni,Maya,Thapa,Moni Maya Thapa,Female,Wife
Prasant,Singh,Shrestha,Prasant Singh Shrestha,Male,Father
Gita,,Sherpa,Gita Sherpa,Female,Mother
Mina,,Thapa,Mina Thapa,Female,Wife
Ram,Raj,Sherpa,Ram Raj Sherpa,Male,Husband
Sisir,,Gurung,Sisir Gurung,Male,Husband
Kiran,Singh,Shrestha,Kiran Singh Shrestha,Male,Father
Praful,Lal,Shrestha,Praful Lal Shrestha,Male,Husband
Praful,,Tamang,Praful Tamang,Male,Father
Sunita,Laxmi,Gurung,Sunita Laxmi Gurung,Female,Mother
Sapana,,Timalsina,Sapana Timalsina,Female,Wife
Gita,Rani,Gurung,Gita Rani Gurung,Female,Mother
Sunil,Krishna,Tamang,Sunil Krishna Tamang,Male,Husband
Mina,Maya,Gurung,Mina Maya Gurung,Female,Wife
Hari,Krishna,Thapa,Hari Krishna Thapa,Male,Father
Sunita,Devi,Tamang,Sunita Devi Tamang,Female,Wife
Gita,Maya,Tamang,Gita Maya Tamang,Female,Mother
Gita,Laxmi,Maharjan,Gita Laxmi Maharjan,Female,Mother
Shyam,Krishna,Tamang,Shyam Krishna Tamang,Male,Father
Dipak,,Rai,Dipak Rai,Male,Husband
Sita,Devi,Rai,Sita Devi Rai,Female,Wife
Sita,Devi,Karki,Sita Devi Karki,Female,Wife
Kiran,Raj,Timalsina,Kiran Raj Timalsina,Male,Father
Sunita,Rani,Gurung,Sunita Rani Gurung,Female,Wife
Shyam,,Tamang,Shyam Tamang,Male,Father
Sita,,Sherpa,Sita Sherpa,Female,Wife
Mina,Devi,Thapa,Mina Devi Thapa,Female,Mother
Mina,Kumari,Thapa,Mina Kumari Thapa,Female,Wife
Praful,,Shrestha,Praful Shrestha,Male,Husband
Sapana,Laxmi,Timalsina,Sapana Laxmi Timalsina,Female,Wife
Sita,,Gurung,Sita Gurung,Female,Mother
Moni,Rani,Maharjan,Moni Rani Maharjan,Female,Wife
Sunita,Devi,Thapa,Sunita Devi Thapa,Female,Mother
Shyam,Krishna,Thapa,Shyam Krishna Thapa,Male,Father
Dipak,,Tamang,Dipak Tamang,Male,Husband
Kiran,Bahadur,Karki,Kiran Bahadur Karki,Male,Father
Safal,Krishna,Tamang,Safal Krishna Tamang,Male,Husband
Raj,,Thapa,Raj Thapa,Male,Husband
Sita,,Rai,Sita Rai,Female,Mother
Dev,Singh,Sherpa,Dev Singh Sherpa,Male,Father
Gita,,Shrestha,Gita Shrestha,Female,Wife
Moni,Kumari,Karki,Moni Kumari Karki,Female,Mother
Sunita,Kumari,Thapa,Sunita Kumari Thapa,Female,Mother
Kiran,,Gurung,Kiran Gurung,Male,Husband
Sunil,Prasad,Bhandari,Sunil Prasad Bhandari,Male,Husband
Sunita,,K.C.,Sunita K.C.,Female,Mother
Sunil,Prasad,Thapa,Sunil Prasad Thapa,Male,Father
Hari,,K.C.,Hari K.C.,Male,Father
Ram,,Tamang,Ram Tamang,Male,Husband
Dipak,,Thapa,Dipak Thapa,Male,Father
Moni,Devi,Shrestha,Moni Devi Shrestha,Female,Wife
Sita,Laxmi,Timalsina,Sita Laxmi Timalsina,Female,Wife
Dev,Bahadur,Gurung,Dev Bahadur Gurung,Male,Husband
Sapana,Laxmi,Shrestha,Sapana Laxmi Shrestha,Female,Mother
Sapana,Devi,Bhandari,Sapana Devi Bhandari,Female,Wife
Dipak,Krishna,Maharjan,Dipak Krishna Maharjan,Male,Husband
Sita,Maya,Sherpa,Sita Maya Sherpa,Female,Mother
Prasant,Prasad,Gurung,Prasant Prasad Gurung,Male,Husband
Moni,Laxmi,Gurung,Moni Laxmi Gurung,Female,Wife
Raj,Prasad,K.C.,Raj Prasad K.C.,Male,Husband
Sunita,,Thapa,Sunita Thapa,Female,Mother
Sunita,Kumari,Gurung,Sunita Kumari Gurung,Female,Mother
Sita,Devi,Shrestha,Sita Devi Shrestha,Female,Mother
Moni,,Gurung,Moni Gurung,Female,Wife
Sapana,,Maharjan,Sapana Maharjan,Female,Wife
Gita,Maya,Shrestha,Gita Maya Shrestha,Female,Wife
Dipak,Lal,K.C.,Dipak Lal K.C.,Male,Husband
Sapana,,Tamang,Sapana Tamang,Female,Mother
Praful,,Thapa,Praful Thapa,Male,Husband
Sapana,Kumari,Shrestha,Sapana Kumari Shrestha,Female,Wife
Mina,,Tamang,Mina Tamang,Female,Mother
Sunil,Krishna,Karki,Sunil Krishna Karki,Male,Father
Mina,,Bhandari,Mina Bhandari,Female,Wife
Sapana,,Thapa,Sapana Thapa,Female,Wife
Sapana,Maya,Gurung,Sapana Maya Gurung,Female,Wife
Anil,,Gurung,Anil Gurung,Male,Father
Safal,Kumar,Gurung,Safal Kumar Gurung,Male,Father
Prasant,Man,Maharjan,Prasant Man Maharjan,Male,Husband
Sisir,Krishna,Shrestha,Sisir Krishna Shrestha,Male,Husband
Kiran,,Rai,Kiran Rai,Male,Father
Shreya,Devi,Timalsina,Shreya Devi Timalsina,Female,Mother
Sita,Laxmi,Gurung,Sita Laxmi Gurung,Female,Mother
Abhaya,Lal,Thapa,Abhaya Lal Thapa,Male,Husband
Shreya,,Maharjan,Shreya Maharjan,Female,Wife
Sabita,Kumari,Sherpa,Sabita Kumari Sherpa,Female,Mother
Dev,,Tamang,Dev Tamang,Male,Husband
Gita,Kumari,Shrestha,Gita Kumari Shrestha,Female,Wife
Shreya,Laxmi,Sherpa,Shreya Laxmi Sherpa,Female,Mother
Hari,Singh,Tamang,Hari Singh Tamang,Male,Father
Sunita,Devi,Sherpa,Sunita Devi Sherpa,Female,Mother
Sapana,,Sherpa,Sapana Sherpa,Female,Wife
Mina,Rani,Sherpa,Mina Rani Sherpa,Female,Wife
Gita,,Sherpa,Gita Sherpa,Female,Mother
Sapana,Devi,Bhandari,Sapana Devi Bhandari,Female,Mother
Sunil,Bahadur,Maharjan,Sunil Bahadur Maharjan,Male,Husband
Sabita,Rani,Thapa,Sabita Rani Thapa,Female,Wife
Kiran,Bahadur,Tamang,Kiran Bahadur Tamang,Male,Father
Raj,,Shrestha,Raj Shrestha,Male,Father
Gita,Rani,Shrestha,Gita Rani Shrestha,Female,Wife
Shreya,Laxmi,Maharjan,Shreya Laxmi Maharjan,Female,Mother
Sapana,,Karki,Sapana Karki,Female,Mother
Anil,,Sherpa,Anil Sherpa,Male,Husband
Sisir,,Rai,Sisir Rai,Male,Father
Raj,Kumar,Karki,Raj Kumar Karki,Male,Husband
Shreya,Maya,Tamang,Shreya Maya Tamang,Female,Wife
Gita,Laxmi,Tamang,Gita Laxmi Tamang,Female,Mother
Gita,Devi,Bhandari,Gita Devi Bhandari,Female,Wife
Gita,Maya,Maharjan,Gita Maya Maharjan,Female,Wife
Sunil,,Tamang,Sunil Tamang,Male,Husband
Sabita,Laxmi,Karki,Sabita Laxmi Karki,Female,Wife
Hari,,Tamang,Hari Tamang,Male,Father
Safal,Singh,Shrestha,Safal Singh Shrestha,Male,Father
Sabita,,Maharjan,Sabita Maharjan,Female,Wife
Gita,Rani,Bhandari,Gita Rani Bhandari,Female,Wife
Sita,Laxmi,K.C.,Sita Laxmi K.C.,Female,Wife
Kiran,Singh,Sherpa,Kiran Singh Sherpa,Male,Husband
Sunita,Devi,K.C.,Sunita Devi K.C.,Female,Wife
Kiran,,Tamang,Kiran Tamang,Male,Husband
Praful,Krishna,Sherpa,Praful Krishna Sherpa,Male,Father
Hari,Raj,Rai,Hari Raj Rai,Male,Father
Shyam,Lal,Rai,Shyam Lal Rai,Male,Father
Abhaya,Lal,Thapa,Abhaya Lal Thapa,Male,Father
Ram,Raj,Sherpa,Ram Raj Sherpa,Male,Father
Sita,Laxmi,Maharjan,Sita Laxmi Maharjan,Female,Wife
Mina,Devi,Karki,Mina Devi Karki,Female,Mother
Sapana,Rani,Bhandari,Sapana Rani Bhandari,Female,Mother
Gita,,Sherpa,Gita Sherpa,Female,Mother
Gita,,Timalsina,Gita Timalsina,Female,Wife
Prasant,,Rai,Prasant Rai,Male,Husband
Dipak,Singh,Timalsina,Dipak Singh Timalsina,Male,Husband
Gita,,Sherpa,Gita Sherpa,Female,Wife
Sapana,Rani,Bhandari,Sapana Rani Bhandari,Female,Mother
Moni,,Maharjan,Moni Maharjan,Female,Wife
Abhaya,Kumar,Thapa,Abhaya Kumar Thapa,Male,Father
Dipak,Bahadur,Shrestha,Dipak Bahadur Shrestha,Male,Father
